date,water_elevation,timestamp
2025-01-20 15:00:00,304.34,2025-01-20 10:00:00-05:00
2025-01-20 16:00:00,304.38,2025-01-20 11:00:00-05:00
2025-01-20 17:00:00,304.33,2025-01-20 12:00:00-05:00
2025-01-20 18:00:00,304.36,2025-01-20 13:00:00-05:00
2025-01-20 19:00:00,304.28,2025-01-20 14:00:00-05:00
2025-01-20 20:00:00,304.37,2025-01-20 15:00:00-05:00
2025-01-20 21:00:00,304.59,2025-01-20 16:00:00-05:00
2025-01-20 22:00:00,304.76,2025-01-20 17:00:00-05:00
2025-01-20 23:00:00,304.87,2025-01-20 18:00:00-05:00
2025-01-21 00:00:00,304.97,2025-01-20 19:00:00-05:00
2025-01-21 01:00:00,305.05,2025-01-20 20:00:00-05:00
2025-01-21 02:00:00,305.13,2025-01-20 21:00:00-05:00
2025-01-21 03:00:00,305.15,2025-01-20 22:00:00-05:00
2025-01-21 04:00:00,305.13,2025-01-20 23:00:00-05:00
2025-01-21 05:00:00,305.05,2025-01-21 00:00:00-05:00
2025-01-21 06:00:00,305.1,2025-01-21 01:00:00-05:00
2025-01-21 07:00:00,305.12,2025-01-21 02:00:00-05:00
2025-01-21 08:00:00,305.13,2025-01-21 03:00:00-05:00
2025-01-21 09:00:00,305.22,2025-01-21 04:00:00-05:00
2025-01-21 10:00:00,305.35,2025-01-21 05:00:00-05:00
2025-01-21 11:00:00,305.45,2025-01-21 06:00:00-05:00
2025-01-21 12:00:00,305.4,2025-01-21 07:00:00-05:00
2025-01-21 13:00:00,305.37,2025-01-21 08:00:00-05:00
2025-01-21 14:00:00,305.34,2025-01-21 09:00:00-05:00
2025-01-21 15:00:00,305.35,2025-01-21 10:00:00-05:00
2025-01-21 16:00:00,305.35,2025-01-21 11:00:00-05:00
2025-01-21 17:00:00,305.27,2025-01-21 12:00:00-05:00
2025-01-21 18:00:00,305.25,2025-01-21 13:00:00-05:00
2025-01-21 19:00:00,305.2,2025-01-21 14:00:00-05:00
2025-01-21 20:00:00,305.16,2025-01-21 15:00:00-05:00
2025-01-21 21:00:00,305.16,2025-01-21 16:00:00-05:00
2025-01-21 22:00:00,305.17,2025-01-21 17:00:00-05:00
2025-01-21 23:00:00,305.13,2025-01-21 18:00:00-05:00
2025-01-22 00:00:00,305.1,2025-01-21 19:00:00-05:00
2025-01-22 01:00:00,305.08,2025-01-21 20:00:00-05:00
2025-01-22 02:00:00,305.12,2025-01-21 21:00:00-05:00
2025-01-22 03:00:00,305.07,2025-01-21 22:00:00-05:00
2025-01-22 04:00:00,305.06,2025-01-21 23:00:00-05:00
2025-01-22 05:00:00,304.98,2025-01-22 00:00:00-05:00
2025-01-22 06:00:00,305.08,2025-01-22 01:00:00-05:00
2025-01-22 07:00:00,305.02,2025-01-22 02:00:00-05:00
2025-01-22 08:00:00,305.0,2025-01-22 03:00:00-05:00
2025-01-22 09:00:00,304.94,2025-01-22 04:00:00-05:00
2025-01-22 10:00:00,305.01,2025-01-22 05:00:00-05:00
2025-01-22 11:00:00,304.98,2025-01-22 06:00:00-05:00
2025-01-22 12:00:00,304.97,2025-01-22 07:00:00-05:00
2025-01-22 13:00:00,304.99,2025-01-22 08:00:00-05:00
2025-01-22 14:00:00,304.97,2025-01-22 09:00:00-05:00
2025-01-22 15:00:00,304.93,2025-01-22 10:00:00-05:00
2025-01-22 16:00:00,304.89,2025-01-22 11:00:00-05:00
2025-01-22 17:00:00,304.9,2025-01-22 12:00:00-05:00
2025-01-22 18:00:00,304.87,2025-01-22 13:00:00-05:00
2025-01-22 19:00:00,304.87,2025-01-22 14:00:00-05:00
2025-01-22 20:00:00,304.87,2025-01-22 15:00:00-05:00
2025-01-22 21:00:00,304.79,2025-01-22 16:00:00-05:00
2025-01-22 22:00:00,304.85,2025-01-22 17:00:00-05:00
2025-01-22 23:00:00,304.73,2025-01-22 18:00:00-05:00
2025-01-23 00:00:00,304.74,2025-01-22 19:00:00-05:00
2025-01-23 01:00:00,304.76,2025-01-22 20:00:00-05:00
2025-01-23 02:00:00,304.67,2025-01-22 21:00:00-05:00
2025-01-23 03:00:00,304.66,2025-01-22 22:00:00-05:00
2025-01-23 04:00:00,304.63,2025-01-22 23:00:00-05:00
2025-01-23 05:00:00,304.69,2025-01-23 00:00:00-05:00
2025-01-23 06:00:00,304.66,2025-01-23 01:00:00-05:00
2025-01-23 07:00:00,304.67,2025-01-23 02:00:00-05:00
2025-01-23 08:00:00,304.68,2025-01-23 03:00:00-05:00
2025-01-23 09:00:00,304.65,2025-01-23 04:00:00-05:00
2025-01-23 10:00:00,304.72,2025-01-23 05:00:00-05:00
2025-01-23 11:00:00,304.7,2025-01-23 06:00:00-05:00
2025-01-23 12:00:00,304.7,2025-01-23 07:00:00-05:00
2025-01-23 13:00:00,304.74,2025-01-23 08:00:00-05:00
2025-01-23 14:00:00,304.8,2025-01-23 09:00:00-05:00
2025-01-23 15:00:00,304.73,2025-01-23 10:00:00-05:00
2025-01-23 16:00:00,304.69,2025-01-23 11:00:00-05:00
2025-01-23 17:00:00,304.7,2025-01-23 12:00:00-05:00
2025-01-23 18:00:00,304.73,2025-01-23 13:00:00-05:00
2025-01-23 19:00:00,304.64,2025-01-23 14:00:00-05:00
2025-01-23 20:00:00,304.68,2025-01-23 15:00:00-05:00
2025-01-23 21:00:00,304.61,2025-01-23 16:00:00-05:00
2025-01-23 22:00:00,304.58,2025-01-23 17:00:00-05:00
2025-01-23 23:00:00,304.62,2025-01-23 18:00:00-05:00
2025-01-24 00:00:00,304.64,2025-01-23 19:00:00-05:00
2025-01-24 01:00:00,304.61,2025-01-23 20:00:00-05:00
2025-01-24 02:00:00,304.67,2025-01-23 21:00:00-05:00
2025-01-24 03:00:00,304.67,2025-01-23 22:00:00-05:00
2025-01-24 04:00:00,304.69,2025-01-23 23:00:00-05:00
2025-01-24 05:00:00,304.61,2025-01-24 00:00:00-05:00
2025-01-24 06:00:00,304.6,2025-01-24 01:00:00-05:00
2025-01-24 07:00:00,304.71,2025-01-24 02:00:00-05:00
2025-01-24 08:00:00,304.64,2025-01-24 03:00:00-05:00
2025-01-24 09:00:00,304.67,2025-01-24 04:00:00-05:00
2025-01-24 10:00:00,304.66,2025-01-24 05:00:00-05:00
2025-01-24 11:00:00,304.65,2025-01-24 06:00:00-05:00
2025-01-24 12:00:00,304.58,2025-01-24 07:00:00-05:00
2025-01-24 13:00:00,304.59,2025-01-24 08:00:00-05:00
2025-01-24 14:00:00,304.53,2025-01-24 09:00:00-05:00
2025-01-24 15:00:00,304.47,2025-01-24 10:00:00-05:00
2025-01-24 16:00:00,304.52,2025-01-24 11:00:00-05:00
2025-01-24 17:00:00,304.41,2025-01-24 12:00:00-05:00
2025-01-24 18:00:00,304.42,2025-01-24 13:00:00-05:00
2025-01-24 19:00:00,304.36,2025-01-24 14:00:00-05:00
2025-01-24 20:00:00,304.3,2025-01-24 15:00:00-05:00
2025-01-24 21:00:00,304.32,2025-01-24 16:00:00-05:00
2025-01-24 22:00:00,304.29,2025-01-24 17:00:00-05:00
2025-01-24 23:00:00,304.24,2025-01-24 18:00:00-05:00
2025-01-25 00:00:00,304.19,2025-01-24 19:00:00-05:00
2025-01-25 01:00:00,303.57,2025-01-24 20:00:00-05:00
2025-01-25 02:00:00,303.37,2025-01-24 21:00:00-05:00
2025-01-25 03:00:00,303.45,2025-01-24 22:00:00-05:00
2025-01-25 04:00:00,303.42,2025-01-24 23:00:00-05:00
2025-01-25 05:00:00,303.35,2025-01-25 00:00:00-05:00
2025-01-25 06:00:00,303.32,2025-01-25 01:00:00-05:00
2025-01-25 07:00:00,303.25,2025-01-25 02:00:00-05:00
2025-01-25 08:00:00,303.22,2025-01-25 03:00:00-05:00
2025-01-25 09:00:00,303.23,2025-01-25 04:00:00-05:00
2025-01-25 10:00:00,303.22,2025-01-25 05:00:00-05:00
2025-01-25 11:00:00,302.96,2025-01-25 06:00:00-05:00
2025-01-25 12:00:00,302.46,2025-01-25 07:00:00-05:00
2025-01-25 13:00:00,302.43,2025-01-25 08:00:00-05:00
2025-01-25 14:00:00,302.23,2025-01-25 09:00:00-05:00
2025-01-25 15:00:00,301.96,2025-01-25 10:00:00-05:00
2025-01-25 16:00:00,302.14,2025-01-25 11:00:00-05:00
2025-01-25 17:00:00,302.0,2025-01-25 12:00:00-05:00
2025-01-25 18:00:00,302.13,2025-01-25 13:00:00-05:00
2025-01-25 19:00:00,302.45,2025-01-25 14:00:00-05:00
2025-01-25 20:00:00,302.34,2025-01-25 15:00:00-05:00
2025-01-25 21:00:00,302.47,2025-01-25 16:00:00-05:00
2025-01-25 22:00:00,302.53,2025-01-25 17:00:00-05:00
2025-01-25 23:00:00,302.58,2025-01-25 18:00:00-05:00
2025-01-26 00:00:00,302.24,2025-01-25 19:00:00-05:00
2025-01-26 01:00:00,302.3,2025-01-25 20:00:00-05:00
2025-01-26 02:00:00,302.42,2025-01-25 21:00:00-05:00
2025-01-26 03:00:00,302.42,2025-01-25 22:00:00-05:00
2025-01-26 04:00:00,302.37,2025-01-25 23:00:00-05:00
2025-01-26 05:00:00,302.6,2025-01-26 00:00:00-05:00
2025-01-26 06:00:00,303.15,2025-01-26 01:00:00-05:00
2025-01-26 07:00:00,303.08,2025-01-26 02:00:00-05:00
2025-01-26 08:00:00,303.14,2025-01-26 03:00:00-05:00
2025-01-26 09:00:00,303.07,2025-01-26 04:00:00-05:00
2025-01-26 10:00:00,303.15,2025-01-26 05:00:00-05:00
2025-01-26 11:00:00,302.96,2025-01-26 06:00:00-05:00
2025-01-26 12:00:00,302.94,2025-01-26 07:00:00-05:00
2025-01-26 13:00:00,303.02,2025-01-26 08:00:00-05:00
2025-01-26 14:00:00,302.73,2025-01-26 09:00:00-05:00
2025-01-26 15:00:00,302.47,2025-01-26 10:00:00-05:00
2025-01-26 16:00:00,302.59,2025-01-26 11:00:00-05:00
2025-01-26 17:00:00,302.5,2025-01-26 12:00:00-05:00
2025-01-26 18:00:00,302.8,2025-01-26 13:00:00-05:00
2025-01-26 19:00:00,303.07,2025-01-26 14:00:00-05:00
2025-01-26 20:00:00,303.08,2025-01-26 15:00:00-05:00
2025-01-26 21:00:00,303.09,2025-01-26 16:00:00-05:00
2025-01-26 22:00:00,302.89,2025-01-26 17:00:00-05:00
2025-01-26 23:00:00,302.5,2025-01-26 18:00:00-05:00
2025-01-27 00:00:00,302.5,2025-01-26 19:00:00-05:00
2025-01-27 01:00:00,302.61,2025-01-26 20:00:00-05:00
2025-01-27 02:00:00,302.51,2025-01-26 21:00:00-05:00
2025-01-27 03:00:00,302.52,2025-01-26 22:00:00-05:00
2025-01-27 04:00:00,302.67,2025-01-26 23:00:00-05:00
2025-01-27 05:00:00,302.61,2025-01-27 00:00:00-05:00
2025-01-27 06:00:00,302.86,2025-01-27 01:00:00-05:00
2025-01-27 07:00:00,302.9,2025-01-27 02:00:00-05:00
2025-01-27 08:00:00,302.75,2025-01-27 03:00:00-05:00
2025-01-27 09:00:00,302.79,2025-01-27 04:00:00-05:00
2025-01-27 10:00:00,302.88,2025-01-27 05:00:00-05:00
2025-01-27 11:00:00,302.91,2025-01-27 06:00:00-05:00
2025-01-27 12:00:00,302.73,2025-01-27 07:00:00-05:00
2025-01-27 13:00:00,302.73,2025-01-27 08:00:00-05:00
2025-01-27 14:00:00,302.69,2025-01-27 09:00:00-05:00
2025-01-27 15:00:00,302.7,2025-01-27 10:00:00-05:00
2025-01-27 16:00:00,302.68,2025-01-27 11:00:00-05:00
2025-01-27 17:00:00,302.65,2025-01-27 12:00:00-05:00
2025-01-27 18:00:00,302.94,2025-01-27 13:00:00-05:00
2025-01-27 19:00:00,303.07,2025-01-27 14:00:00-05:00
2025-01-27 20:00:00,302.89,2025-01-27 15:00:00-05:00
2025-01-27 21:00:00,302.96,2025-01-27 16:00:00-05:00
2025-01-27 22:00:00,302.97,2025-01-27 17:00:00-05:00
2025-01-27 23:00:00,303.01,2025-01-27 18:00:00-05:00
2025-01-28 00:00:00,302.75,2025-01-27 19:00:00-05:00
2025-01-28 01:00:00,302.71,2025-01-27 20:00:00-05:00
2025-01-28 02:00:00,302.77,2025-01-27 21:00:00-05:00
2025-01-28 03:00:00,303.14,2025-01-27 22:00:00-05:00
2025-01-28 04:00:00,303.15,2025-01-27 23:00:00-05:00
2025-01-28 05:00:00,303.12,2025-01-28 00:00:00-05:00
2025-01-28 06:00:00,303.37,2025-01-28 01:00:00-05:00
2025-01-28 07:00:00,303.15,2025-01-28 02:00:00-05:00
2025-01-28 08:00:00,303.25,2025-01-28 03:00:00-05:00
2025-01-28 09:00:00,303.21,2025-01-28 04:00:00-05:00
2025-01-28 10:00:00,303.24,2025-01-28 05:00:00-05:00
2025-01-28 11:00:00,303.19,2025-01-28 06:00:00-05:00
2025-01-28 12:00:00,303.19,2025-01-28 07:00:00-05:00
2025-01-28 13:00:00,302.88,2025-01-28 08:00:00-05:00
2025-01-28 14:00:00,302.84,2025-01-28 09:00:00-05:00
2025-01-28 15:00:00,302.59,2025-01-28 10:00:00-05:00
2025-01-28 16:00:00,302.36,2025-01-28 11:00:00-05:00
2025-01-28 17:00:00,302.52,2025-01-28 12:00:00-05:00
2025-01-28 18:00:00,302.69,2025-01-28 13:00:00-05:00
2025-01-28 19:00:00,302.94,2025-01-28 14:00:00-05:00
2025-01-28 20:00:00,303.02,2025-01-28 15:00:00-05:00
2025-01-28 21:00:00,303.06,2025-01-28 16:00:00-05:00
2025-01-28 22:00:00,302.69,2025-01-28 17:00:00-05:00
2025-01-28 23:00:00,302.27,2025-01-28 18:00:00-05:00
2025-01-29 00:00:00,302.33,2025-01-28 19:00:00-05:00
2025-01-29 01:00:00,302.38,2025-01-28 20:00:00-05:00
2025-01-29 02:00:00,302.33,2025-01-28 21:00:00-05:00
2025-01-29 03:00:00,302.23,2025-01-28 22:00:00-05:00
2025-01-29 04:00:00,302.22,2025-01-28 23:00:00-05:00
2025-01-29 05:00:00,302.5,2025-01-29 00:00:00-05:00
2025-01-29 06:00:00,303.09,2025-01-29 01:00:00-05:00
2025-01-29 07:00:00,303.54,2025-01-29 02:00:00-05:00
2025-01-29 08:00:00,303.61,2025-01-29 03:00:00-05:00
2025-01-29 09:00:00,303.73,2025-01-29 04:00:00-05:00
2025-01-29 10:00:00,303.68,2025-01-29 05:00:00-05:00
2025-01-29 11:00:00,303.07,2025-01-29 06:00:00-05:00
2025-01-29 12:00:00,302.65,2025-01-29 07:00:00-05:00
2025-01-29 13:00:00,302.67,2025-01-29 08:00:00-05:00
2025-01-29 14:00:00,302.77,2025-01-29 09:00:00-05:00
2025-01-29 15:00:00,302.77,2025-01-29 10:00:00-05:00
2025-01-29 16:00:00,302.75,2025-01-29 11:00:00-05:00
2025-01-29 17:00:00,303.26,2025-01-29 12:00:00-05:00
2025-01-29 18:00:00,303.74,2025-01-29 13:00:00-05:00
2025-01-29 19:00:00,303.87,2025-01-29 14:00:00-05:00
2025-01-29 20:00:00,303.88,2025-01-29 15:00:00-05:00
2025-01-29 21:00:00,303.89,2025-01-29 16:00:00-05:00
2025-01-29 22:00:00,303.31,2025-01-29 17:00:00-05:00
2025-01-29 23:00:00,303.22,2025-01-29 18:00:00-05:00
2025-01-30 00:00:00,303.3,2025-01-29 19:00:00-05:00
2025-01-30 01:00:00,303.34,2025-01-29 20:00:00-05:00
2025-01-30 02:00:00,303.44,2025-01-29 21:00:00-05:00
2025-01-30 03:00:00,303.25,2025-01-29 22:00:00-05:00
2025-01-30 04:00:00,303.17,2025-01-29 23:00:00-05:00
2025-01-30 05:00:00,303.36,2025-01-30 00:00:00-05:00
2025-01-30 06:00:00,303.64,2025-01-30 01:00:00-05:00
2025-01-30 07:00:00,303.82,2025-01-30 02:00:00-05:00
2025-01-30 08:00:00,303.82,2025-01-30 03:00:00-05:00
2025-01-30 09:00:00,303.72,2025-01-30 04:00:00-05:00
2025-01-30 10:00:00,303.75,2025-01-30 05:00:00-05:00
2025-01-30 11:00:00,303.82,2025-01-30 06:00:00-05:00
2025-01-30 12:00:00,303.78,2025-01-30 07:00:00-05:00
2025-01-30 13:00:00,303.79,2025-01-30 08:00:00-05:00
2025-01-30 14:00:00,303.81,2025-01-30 09:00:00-05:00
2025-01-30 15:00:00,303.74,2025-01-30 10:00:00-05:00
2025-01-30 16:00:00,303.72,2025-01-30 11:00:00-05:00
2025-01-30 17:00:00,303.67,2025-01-30 12:00:00-05:00
2025-01-30 18:00:00,303.67,2025-01-30 13:00:00-05:00
2025-01-30 19:00:00,303.67,2025-01-30 14:00:00-05:00
2025-01-30 20:00:00,303.74,2025-01-30 15:00:00-05:00
2025-01-30 21:00:00,303.77,2025-01-30 16:00:00-05:00
2025-01-30 22:00:00,303.84,2025-01-30 17:00:00-05:00
2025-01-30 23:00:00,304.03,2025-01-30 18:00:00-05:00
2025-01-31 00:00:00,303.85,2025-01-30 19:00:00-05:00
2025-01-31 01:00:00,303.17,2025-01-30 20:00:00-05:00
2025-01-31 02:00:00,302.64,2025-01-30 21:00:00-05:00
2025-01-31 03:00:00,302.59,2025-01-30 22:00:00-05:00
2025-01-31 04:00:00,302.6,2025-01-30 23:00:00-05:00
2025-01-31 05:00:00,302.66,2025-01-31 00:00:00-05:00
2025-01-31 06:00:00,303.18,2025-01-31 01:00:00-05:00
2025-01-31 07:00:00,303.66,2025-01-31 02:00:00-05:00
2025-01-31 08:00:00,303.72,2025-01-31 03:00:00-05:00
2025-01-31 09:00:00,303.73,2025-01-31 04:00:00-05:00
2025-01-31 10:00:00,303.78,2025-01-31 05:00:00-05:00
2025-01-31 11:00:00,303.2,2025-01-31 06:00:00-05:00
2025-01-31 12:00:00,303.16,2025-01-31 07:00:00-05:00
2025-01-31 13:00:00,303.86,2025-01-31 08:00:00-05:00
2025-01-31 14:00:00,304.78,2025-01-31 09:00:00-05:00
2025-01-31 15:00:00,305.42,2025-01-31 10:00:00-05:00
2025-01-31 16:00:00,305.45,2025-01-31 11:00:00-05:00
2025-01-31 17:00:00,305.53,2025-01-31 12:00:00-05:00
2025-01-31 18:00:00,305.61,2025-01-31 13:00:00-05:00
2025-01-31 19:00:00,305.8,2025-01-31 14:00:00-05:00
2025-01-31 20:00:00,305.89,2025-01-31 15:00:00-05:00
2025-01-31 21:00:00,305.94,2025-01-31 16:00:00-05:00
2025-01-31 22:00:00,306.23,2025-01-31 17:00:00-05:00
2025-01-31 23:00:00,306.09,2025-01-31 18:00:00-05:00
2025-02-01 00:00:00,306.2,2025-01-31 19:00:00-05:00
2025-02-01 01:00:00,306.32,2025-01-31 20:00:00-05:00
2025-02-01 02:00:00,306.28,2025-01-31 21:00:00-05:00
2025-02-01 03:00:00,306.37,2025-01-31 22:00:00-05:00
2025-02-01 04:00:00,306.44,2025-01-31 23:00:00-05:00
2025-02-01 05:00:00,306.59,2025-02-01 00:00:00-05:00
2025-02-01 06:00:00,306.69,2025-02-01 01:00:00-05:00
2025-02-01 07:00:00,306.71,2025-02-01 02:00:00-05:00
2025-02-01 08:00:00,306.83,2025-02-01 03:00:00-05:00
2025-02-01 09:00:00,306.96,2025-02-01 04:00:00-05:00
2025-02-01 10:00:00,307.07,2025-02-01 05:00:00-05:00
2025-02-01 11:00:00,307.08,2025-02-01 06:00:00-05:00
2025-02-01 12:00:00,307.15,2025-02-01 07:00:00-05:00
2025-02-01 13:00:00,307.22,2025-02-01 08:00:00-05:00
2025-02-01 14:00:00,307.28,2025-02-01 09:00:00-05:00
2025-02-01 15:00:00,307.45,2025-02-01 10:00:00-05:00
2025-02-01 16:00:00,307.41,2025-02-01 11:00:00-05:00
2025-02-01 17:00:00,307.46,2025-02-01 12:00:00-05:00
2025-02-01 18:00:00,307.5,2025-02-01 13:00:00-05:00
2025-02-01 19:00:00,307.51,2025-02-01 14:00:00-05:00
2025-02-01 20:00:00,307.7,2025-02-01 15:00:00-05:00
2025-02-01 21:00:00,307.7,2025-02-01 16:00:00-05:00
2025-02-01 22:00:00,307.76,2025-02-01 17:00:00-05:00
2025-02-01 23:00:00,307.75,2025-02-01 18:00:00-05:00
2025-02-02 00:00:00,307.81,2025-02-01 19:00:00-05:00
2025-02-02 01:00:00,307.85,2025-02-01 20:00:00-05:00
2025-02-02 02:00:00,307.89,2025-02-01 21:00:00-05:00
2025-02-02 03:00:00,308.09,2025-02-01 22:00:00-05:00
2025-02-02 04:00:00,307.97,2025-02-01 23:00:00-05:00
2025-02-02 05:00:00,308.03,2025-02-02 00:00:00-05:00
2025-02-02 06:00:00,308.09,2025-02-02 01:00:00-05:00
2025-02-02 07:00:00,308.14,2025-02-02 02:00:00-05:00
2025-02-02 08:00:00,308.18,2025-02-02 03:00:00-05:00
2025-02-02 09:00:00,308.29,2025-02-02 04:00:00-05:00
2025-02-02 10:00:00,308.39,2025-02-02 05:00:00-05:00
2025-02-02 11:00:00,308.43,2025-02-02 06:00:00-05:00
2025-02-02 12:00:00,308.62,2025-02-02 07:00:00-05:00
2025-02-02 13:00:00,308.6,2025-02-02 08:00:00-05:00
2025-02-02 14:00:00,308.73,2025-02-02 09:00:00-05:00
2025-02-02 15:00:00,308.79,2025-02-02 10:00:00-05:00
2025-02-02 16:00:00,308.77,2025-02-02 11:00:00-05:00
2025-02-02 17:00:00,308.84,2025-02-02 12:00:00-05:00
2025-02-02 18:00:00,309.02,2025-02-02 13:00:00-05:00
2025-02-02 19:00:00,309.03,2025-02-02 14:00:00-05:00
2025-02-02 20:00:00,309.11,2025-02-02 15:00:00-05:00
2025-02-02 21:00:00,309.29,2025-02-02 16:00:00-05:00
2025-02-02 22:00:00,309.29,2025-02-02 17:00:00-05:00
2025-02-02 23:00:00,309.31,2025-02-02 18:00:00-05:00
2025-02-03 00:00:00,309.37,2025-02-02 19:00:00-05:00
2025-02-03 01:00:00,309.47,2025-02-02 20:00:00-05:00
2025-02-03 02:00:00,309.5,2025-02-02 21:00:00-05:00
2025-02-03 03:00:00,309.6,2025-02-02 22:00:00-05:00
2025-02-03 04:00:00,309.62,2025-02-02 23:00:00-05:00
2025-02-03 05:00:00,309.74,2025-02-03 00:00:00-05:00
2025-02-03 06:00:00,309.82,2025-02-03 01:00:00-05:00
2025-02-03 07:00:00,309.91,2025-02-03 02:00:00-05:00
2025-02-03 08:00:00,309.87,2025-02-03 03:00:00-05:00
2025-02-03 09:00:00,309.95,2025-02-03 04:00:00-05:00
2025-02-03 10:00:00,309.96,2025-02-03 05:00:00-05:00
2025-02-03 11:00:00,310.06,2025-02-03 06:00:00-05:00
2025-02-03 12:00:00,310.14,2025-02-03 07:00:00-05:00
2025-02-03 13:00:00,310.2,2025-02-03 08:00:00-05:00
2025-02-03 14:00:00,310.4,2025-02-03 09:00:00-05:00
2025-02-03 15:00:00,310.59,2025-02-03 10:00:00-05:00
2025-02-03 16:00:00,310.66,2025-02-03 11:00:00-05:00
2025-02-03 17:00:00,310.87,2025-02-03 12:00:00-05:00
2025-02-03 18:00:00,310.77,2025-02-03 13:00:00-05:00
2025-02-03 19:00:00,310.86,2025-02-03 14:00:00-05:00
2025-02-03 20:00:00,310.93,2025-02-03 15:00:00-05:00
2025-02-03 21:00:00,311.04,2025-02-03 16:00:00-05:00
2025-02-03 22:00:00,311.07,2025-02-03 17:00:00-05:00
2025-02-03 23:00:00,311.1,2025-02-03 18:00:00-05:00
2025-02-04 00:00:00,311.16,2025-02-03 19:00:00-05:00
2025-02-04 01:00:00,311.19,2025-02-03 20:00:00-05:00
2025-02-04 02:00:00,311.29,2025-02-03 21:00:00-05:00
2025-02-04 03:00:00,311.31,2025-02-03 22:00:00-05:00
2025-02-04 04:00:00,311.48,2025-02-03 23:00:00-05:00
2025-02-04 05:00:00,311.56,2025-02-04 00:00:00-05:00
2025-02-04 06:00:00,311.55,2025-02-04 01:00:00-05:00
2025-02-04 07:00:00,311.56,2025-02-04 02:00:00-05:00
2025-02-04 08:00:00,311.61,2025-02-04 03:00:00-05:00
2025-02-04 09:00:00,311.78,2025-02-04 04:00:00-05:00
2025-02-04 10:00:00,311.69,2025-02-04 05:00:00-05:00
2025-02-04 11:00:00,311.72,2025-02-04 06:00:00-05:00
2025-02-04 12:00:00,311.75,2025-02-04 07:00:00-05:00
2025-02-04 13:00:00,311.82,2025-02-04 08:00:00-05:00
2025-02-04 14:00:00,311.85,2025-02-04 09:00:00-05:00
2025-02-04 15:00:00,311.88,2025-02-04 10:00:00-05:00
2025-02-04 16:00:00,311.95,2025-02-04 11:00:00-05:00
2025-02-04 17:00:00,311.72,2025-02-04 12:00:00-05:00
2025-02-04 18:00:00,311.75,2025-02-04 13:00:00-05:00
2025-02-04 19:00:00,311.82,2025-02-04 14:00:00-05:00
2025-02-04 20:00:00,311.85,2025-02-04 15:00:00-05:00
2025-02-04 21:00:00,311.88,2025-02-04 16:00:00-05:00
2025-02-04 22:00:00,311.95,2025-02-04 17:00:00-05:00
2025-02-04 23:00:00,311.98,2025-02-04 18:00:00-05:00
2025-02-05 00:00:00,311.97,2025-02-04 19:00:00-05:00
2025-02-05 01:00:00,312.01,2025-02-04 20:00:00-05:00
2025-02-05 02:00:00,312.04,2025-02-04 21:00:00-05:00
2025-02-05 03:00:00,312.07,2025-02-04 22:00:00-05:00
2025-02-05 04:00:00,312.12,2025-02-04 23:00:00-05:00
2025-02-05 05:00:00,312.17,2025-02-05 00:00:00-05:00
2025-02-05 06:00:00,312.19,2025-02-05 01:00:00-05:00
2025-02-05 07:00:00,312.28,2025-02-05 02:00:00-05:00
2025-02-05 08:00:00,312.29,2025-02-05 03:00:00-05:00
2025-02-05 09:00:00,312.33,2025-02-05 04:00:00-05:00
2025-02-05 10:00:00,312.35,2025-02-05 05:00:00-05:00
2025-02-05 11:00:00,312.46,2025-02-05 06:00:00-05:00
2025-02-05 12:00:00,312.48,2025-02-05 07:00:00-05:00
2025-02-05 13:00:00,312.5,2025-02-05 08:00:00-05:00
2025-02-05 14:00:00,312.53,2025-02-05 09:00:00-05:00
2025-02-05 15:00:00,312.57,2025-02-05 10:00:00-05:00
2025-02-05 16:00:00,312.58,2025-02-05 11:00:00-05:00
2025-02-05 17:00:00,312.57,2025-02-05 12:00:00-05:00
2025-02-05 18:00:00,312.65,2025-02-05 13:00:00-05:00
2025-02-05 19:00:00,312.67,2025-02-05 14:00:00-05:00
2025-02-05 20:00:00,312.71,2025-02-05 15:00:00-05:00
2025-02-05 21:00:00,312.78,2025-02-05 16:00:00-05:00
2025-02-05 22:00:00,312.89,2025-02-05 17:00:00-05:00
2025-02-05 23:00:00,312.82,2025-02-05 18:00:00-05:00
2025-02-06 00:00:00,312.82,2025-02-05 19:00:00-05:00
2025-02-06 01:00:00,312.87,2025-02-05 20:00:00-05:00
2025-02-06 02:00:00,312.99,2025-02-05 21:00:00-05:00
2025-02-06 03:00:00,313.01,2025-02-05 22:00:00-05:00
2025-02-06 04:00:00,313.01,2025-02-05 23:00:00-05:00
2025-02-06 05:00:00,313.1,2025-02-06 00:00:00-05:00
2025-02-06 06:00:00,313.13,2025-02-06 01:00:00-05:00
2025-02-06 07:00:00,313.11,2025-02-06 02:00:00-05:00
2025-02-06 08:00:00,313.19,2025-02-06 03:00:00-05:00
2025-02-06 09:00:00,313.23,2025-02-06 04:00:00-05:00
2025-02-06 10:00:00,313.3,2025-02-06 05:00:00-05:00
2025-02-06 11:00:00,313.33,2025-02-06 06:00:00-05:00
2025-02-06 12:00:00,313.44,2025-02-06 07:00:00-05:00
2025-02-06 13:00:00,313.42,2025-02-06 08:00:00-05:00
2025-02-06 14:00:00,313.44,2025-02-06 09:00:00-05:00
2025-02-06 15:00:00,313.47,2025-02-06 10:00:00-05:00
2025-02-06 16:00:00,313.51,2025-02-06 11:00:00-05:00
2025-02-06 17:00:00,313.53,2025-02-06 12:00:00-05:00
